Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description,,
BAF66426.1,44.7882385,0.306532178,0.391940755,0.782088042,0.434162834,0.786908556,AP009351.1,195044,195961,+,NWMN_0154,NWMN_0154,conserved hypothetical protein,,
BAF66427.1,71.49511165,0.354416043,0.423061203,0.837741774,0.402175747,0.763382886,AP009351.1,196032,197111,+,NWMN_0155,NWMN_0155,conserved hypothetical protein,,
BAF66428.1,107.4788269,-0.026782969,0.247116173,-0.108382098,0.913692601,0.977963725,AP009351.1,198189,199199,+,NWMN_0156,NWMN_0156,conserved hypothetical protein,,
BAF66429.1,2408.714785,-0.133084355,0.390337664,-0.340946742,0.733143676,0.925502162,AP009351.1,199560,200132,-,NWMN_0157,NWMN_0157,conserved hypothetical protein,,
BAF66430.1,27.79080518,0.208528522,0.473787256,0.440131134,0.659842133,0.895947564,AP009351.1,200269,201666,+,NWMN_0158,NWMN_0158,sugar phosphate transport protein,,
BAF66431.1,104.5467841,-0.25839766,0.222693906,-1.160326589,0.245915863,0.628258956,AP009351.1,202025,202783,-,NWMN_0159,NWMN_0159,DNA-binding response regulator AraC family protein,,
BAF66432.1,91.71633019,-0.319191829,0.42883483,-0.74432347,0.456680805,0.800036895,AP009351.1,202776,204332,-,NWMN_0160,NWMN_0160,conserved hypothetical protein,,
BAF66433.1,45.86645074,0.189329665,0.276083031,0.685770742,0.492857689,0.82037937,AP009351.1,204329,205297,-,NWMN_0161,NWMN_0161,conserved hypothetical protein,,
BAF66434.1,5989.579478,0.387358068,0.333829046,1.160348604,0.245906903,0.628258956,AP009351.1,205885,208134,+,pflB,NWMN_0162,formate acetyltransferase,,
BAF66435.1,3605.243179,0.990323918,0.216467607,4.574928939,4.76E-06,0.000171434,AP009351.1,208157,208912,+,NWMN_0163,NWMN_0163,conserved hypothetical protein,,
BAF66436.1,482.4149337,-0.315157585,0.218687536,-1.441131905,0.149547421,0.493212308,AP009351.1,209197,211011,+,NWMN_0164,NWMN_0164,glycerophosphoryl diester phosphodiesterase,,
BAF66437.1,929.8545079,-0.631266284,0.402494194,-1.568386064,0.116791062,0.435281543,AP009351.1,211175,211519,-,NWMN_0165,NWMN_0165,conserved hypothetical protein,,
BAF66438.1,6090.929295,-1.197915804,0.287028573,-4.173507164,3.00E-05,0.000862385,AP009351.1,211709,213619,+,coa,NWMN_0166,coagulase precursor,,
BAF66439.1,60.7414293,-0.009842591,0.362210511,-0.027173675,0.978321213,0.993481784,AP009351.1,214222,215406,-,fadA,NWMN_0167,acetyl-CoA acetyltransferase homolog,,
BAF66440.1,15.80520286,0.318719726,0.441423073,0.722027791,0.470277391,0.806143651,AP009351.1,215436,217697,-,fadB,NWMN_0168,3-hydroxyacyl-CoA dehydrogenase FadB homolog,,
BAF66441.1,2.583447678,-0.295239454,0.748689044,-0.394341893,0.693328638,NA,AP009351.1,217883,219139,-,fadD,NWMN_0169,acyl-CoA dehydrogenase FadD homolog,,
BAF66442.1,5.988287494,-0.506729992,0.636289349,-0.796382955,0.425809482,NA,AP009351.1,219206,220711,-,fadE,NWMN_0170,acyl-CoA synthetase FadE homolog,,
BAF66443.1,10.01397906,1.0437966,0.677691825,1.540223093,0.123505983,NA,AP009351.1,220737,222314,-,NWMN_0171,NWMN_0171,acetyl-CoA%2Facetoacetyl-CoA transferase,,
BAF66444.1,429.1934124,0.087595344,0.300353555,0.291640777,0.770561294,0.936953441,AP009351.1,222650,223897,+,NWMN_0172,NWMN_0172,conserved hypothetical protein,,
BAF66445.1,124.7397152,0.405528145,0.265122534,1.529587614,0.126118837,0.447343186,AP009351.1,224211,225686,-,NWMN_0173,NWMN_0173,ABC transporter%2C substrate-binding protein,,
BAF66446.1,75.82262119,1.166662473,0.338815208,3.443359233,0.000574536,0.009879831,AP009351.1,225884,226240,-,NWMN_0174,NWMN_0174,conserved hypothetical protein,,
BAF66447.1,4544.459053,1.076634357,0.191206289,5.630747623,1.79E-08,1.03E-06,AP009351.1,226596,227741,-,NWMN_0175,NWMN_0175,flavohemoprotein,,
BAF66448.1,21970.67003,-0.256410574,0.282765889,-0.906794576,0.364515439,0.738762375,AP009351.1,228314,229267,+,ldh1,NWMN_0176,L-lactate dehydrogenase,,
BAF66449.1,139.3794011,0.161958916,0.356504259,0.454297281,0.649614873,0.889618755,AP009351.1,229587,231122,-,NWMN_0177,NWMN_0177,conserved hypothetical protein,,
BAF66450.1,361.8504843,1.153856474,0.196513113,5.871651297,4.31E-09,2.79E-07,AP009351.1,231478,232413,+,NWMN_0178,NWMN_0178,conserved hypothetical protein,,
BAF66451.1,3.210349982,0.729384866,0.794746169,0.917758267,0.358745436,NA,AP009351.1,232752,234848,+,NWMN_0179,NWMN_0179,transcriptional antiterminator BglG family protein,,
BAF66452.1,0.252932437,-0.719316523,0.899738943,-0.799472478,0.424016499,NA,AP009351.1,234833,235300,+,NWMN_0180,NWMN_0180,conserved hypothetical protein,,
BAF66453.1,1.079359197,-0.91207223,0.997323998,-0.914519486,0.360443944,NA,AP009351.1,235323,235601,+,NWMN_0181,NWMN_0181,conserved hypothetical protein,,
BAF66454.1,6.015374304,0.084238965,0.572083705,0.147249369,0.882935194,NA,AP009351.1,235828,237087,+,NWMN_0182,NWMN_0182,conserved hypothetical protein,,
BAF66455.1,18.71063266,0.05240161,0.412478613,0.127040792,0.898908113,0.972036295,AP009351.1,237105,238160,+,NWMN_0183,NWMN_0183,sorbitol dehydrogenase,,
BAF66456.1,44.16415691,0.309621152,0.37290664,0.830291336,0.406374086,0.766748882,AP009351.1,238332,239375,+,NWMN_0184,NWMN_0184,conserved hypothetical protein,,
BAF66457.1,211.8273735,0.437369332,0.332434201,1.315656845,0.188289245,0.548613274,AP009351.1,239903,240619,+,NWMN_0185,NWMN_0185,conserved hypothetical protein,,
BAF66458.1,184.0704843,0.611643942,0.330963585,1.848070212,0.064592186,0.311440941,AP009351.1,240612,241637,+,NWMN_0186,NWMN_0186,zinc-containing alcohol dehydrogenase,,
BAF66459.1,618.4742248,0.291523271,0.136370021,2.137737222,0.032538077,0.206555968,AP009351.1,241659,243353,+,NWMN_0187,NWMN_0187,conserved hypothetical protein,,
BAF66460.1,303.1660724,0.300825676,0.352661955,0.853014257,0.393651398,0.757131451,AP009351.1,243781,244950,+,NWMN_0188,NWMN_0188,conserved hypothetical protein,,
BAF66461.1,311.2357814,0.360281775,0.258794503,1.392153894,0.163875801,0.514731738,AP009351.1,245226,245942,+,NWMN_0189,NWMN_0189,conserved hypothetical protein,,
BAF66462.1,346.1872217,-0.030875224,0.361393063,-0.085433914,0.931916432,0.980359725,AP009351.1,245935,246960,+,NWMN_0190,NWMN_0190,conserved hypothetical protein,,
BAF66463.1,798.4038185,0.103281453,0.365582872,0.282511739,0.777551146,0.938233426,AP009351.1,246982,248670,+,NWMN_0191,NWMN_0191,conserved hypothetical protein,,
BAF66464.1,1343.321321,0.012760212,0.301520649,0.042319531,0.966243976,0.990113099,AP009351.1,248706,250427,+,NWMN_0192,NWMN_0192,glycosyl transferase group 2 family protein,,
BAF66465.1,422.1771877,0.068832723,0.252443399,0.272665965,0.785109999,0.94008359,AP009351.1,250567,251241,+,scdA,NWMN_0193,cell wall metabolism protein,,
BAF66466.1,1389.015581,-0.07889148,0.269504358,-0.29272803,0.769730043,0.936863913,AP009351.1,251488,253242,+,lytS,NWMN_0194,autolysin sensor histidine kinase protein,,
BAF66467.1,243.3104747,0.777813359,0.273846334,2.840327811,0.00450672,0.051556872,AP009351.1,253245,253985,+,lytR,NWMN_0195,autolysin two-component response regulator,,
BAF66468.1,4248.400767,0.285831232,0.382491251,0.747288287,0.454889561,0.799440451,AP009351.1,254098,254541,+,lrgA,NWMN_0196,murein hydrolase regulator LrgA,,
BAF66469.1,5242.663936,0.275571083,0.402412338,0.684797799,0.493471525,0.82037937,AP009351.1,254534,255235,+,lrgB,NWMN_0197,antiholin-like protein LrgB,,
BAF66470.1,523.8337313,0.529182944,0.398835986,1.326818447,0.184568747,0.542595139,AP009351.1,255343,256047,-,NWMN_0198,NWMN_0198,transcriptional regulator%2C GntR family protein,,
BAF66471.1,52.88226094,0.124459667,0.277685142,0.448204273,0.654005779,0.891587407,AP009351.1,256196,256987,+,NWMN_0199,NWMN_0199,PTS system%2C IIA component,,
BAF66472.1,143.6053885,-0.015691942,0.246936422,-0.063546488,0.949331342,0.985795244,AP009351.1,257003,258439,+,bglA,NWMN_0200,6-phospho-beta-glucosidase,,
BAF66473.1,65.43999156,0.376028339,0.343019387,1.096230573,0.272977883,0.657810119,AP009351.1,258873,259634,-,NWMN_0201,NWMN_0201,conserved hypothetical protein,,
BAF66474.1,219.953177,0.377043715,0.192707712,1.956557473,0.050399519,0.273051831,AP009351.1,259885,260799,-,rbsK,NWMN_0202,ribokinase,,
BAF66475.1,86.94888914,0.294711355,0.392413767,0.751021956,0.452639442,0.798340906,AP009351.1,260827,261231,-,rbsD,NWMN_0203,ribose ABC transporter protein,,
BAF66476.1,70.4685591,0.695126944,0.29976931,2.318872949,0.020401926,0.154838083,AP009351.1,261246,262136,-,rbsU,NWMN_0204,ribose transporter RbsU,,
BAF66477.1,182.9886794,-0.042868613,0.29251035,-0.146554176,0.883483926,0.969965012,AP009351.1,262359,263357,-,rbsR,NWMN_0205,ribose transcriptional repressor RbsR,,
BAF66478.1,26.53955949,-0.130366083,0.441135466,-0.295523923,0.76759368,0.936853959,AP009351.1,263737,264129,+,NWMN_0206,NWMN_0206,conserved hypothetical protein,,
BAF66479.1,9.018719147,-0.094828039,0.555732267,-0.170636194,0.864509837,NA,AP009351.1,264357,264761,+,NWMN_0207,NWMN_0207,conserved hypothetical protein,,
BAF66480.1,737.534535,-1.034043969,0.243741239,-4.242384158,2.21E-05,0.000653136,AP009351.1,264802,266178,-,NWMN_0208,NWMN_0208,conserved hypothetical protein,,
BAF66481.1,111.0959229,-0.094805762,0.379518667,-0.249805268,0.802737946,0.945230361,AP009351.1,266412,267404,+,NWMN_0209,NWMN_0209,choloylglycine hydrolase family protein,,
BAF66482.1,488.4489934,-0.149148234,0.170304036,-0.875776275,0.38115167,0.751243445,AP009351.1,267940,268680,+,lytM,NWMN_0210,peptidoglycan hydrolase,,
BAF66483.1,12.41895388,0.125487078,0.472135715,0.265786032,0.790404001,0.941383485,AP009351.1,268732,269391,-,NWMN_0211,NWMN_0211,conserved hypothetical protein,,
BAF66484.1,11.71739025,0.096692704,0.50701467,0.190709875,0.848752902,0.958414519,AP009351.1,269405,270325,-,NWMN_0212,NWMN_0212,conserved hypothetical protein,,
BAF66485.1,4.929687791,0.106838405,0.610210021,0.175084646,0.861013123,NA,AP009351.1,270322,271488,-,NWMN_0213,NWMN_0213,conserved hypothetical protein,,
BAF66486.1,0.406324712,-0.043957973,0.917573329,-0.047906769,0.961790545,NA,AP009351.1,271653,271775,+,NWMN_0214,NWMN_0214,hypothetical protein,,
BAF66487.1,1.558306658,0.606004654,0.897145867,0.675480628,0.499370455,NA,AP009351.1,272046,273095,-,NWMN_0215,NWMN_0215,conserved hypothetical protein,,
BAF66488.1,27.0821827,-0.229990169,0.326582354,-0.7042333,0.481287497,0.813979538,AP009351.1,273351,274004,+,NWMN_0216,NWMN_0216,conserved hypothetical protein,,
BAF66489.1,64.40590281,-0.236756759,0.355039395,-0.666846447,0.504870221,0.826842912,AP009351.1,274038,274625,+,NWMN_0217,NWMN_0217,conserved hypothetical protein,,
BAF66490.1,20.17561834,-0.046631794,0.359876556,-0.129577193,0.896900948,0.97126996,AP009351.1,274768,275670,-,NWMN_0218,NWMN_0218,staphyloxanthin biosynthesis protein,,
BAF66491.1,110.3848974,-0.508257929,0.382183134,-1.329880583,0.18355762,0.541171397,AP009351.1,275909,276202,+,NWMN_0219,NWMN_0219,conserved hypothetical protein,,
BAF66492.1,11.10671205,0.205268209,0.476794802,0.430516877,0.666819693,NA,AP009351.1,276286,279315,+,NWMN_0220,NWMN_0220,conserved hypothetical protein,,
BAF66493.1,7.093647486,0.109486095,0.645577786,0.169593963,0.86532947,NA,AP009351.1,279315,279773,+,NWMN_0221,NWMN_0221,conserved hypothetical protein,,
BAF66494.1,0.979220024,-0.361078424,1.00570438,-0.359030379,0.719572364,NA,AP009351.1,280000,281334,+,NWMN_0222,NWMN_0222,conserved hypothetical protein,,
BAF66495.1,11.77709706,0.2387954,0.475122628,0.502597405,0.615247354,0.876965484,AP009351.1,281356,285795,+,NWMN_0223,NWMN_0223,conserved hypothetical protein,,
BAF66496.1,2.336953439,0.752901306,0.794493589,0.947649315,0.343308012,NA,AP009351.1,285825,286217,+,NWMN_0224,NWMN_0224,conserved hypothetical protein,,
BAF66497.1,0.499729854,-0.5448572,1.01713269,-0.535679568,0.592180027,NA,AP009351.1,286233,286547,+,NWMN_0225,NWMN_0225,conserved hypothetical protein,,
BAF66498.1,1.694563903,-0.173672088,0.872942264,-0.198950258,0.842301655,NA,AP009351.1,286547,287221,+,NWMN_0226,NWMN_0226,conserved hypothetical protein,,
BAF66499.1,0.883594627,1.138077586,1.007790842,1.129279547,0.258779926,NA,AP009351.1,287221,287538,+,NWMN_0227,NWMN_0227,conserved hypothetical protein,,
BAF66500.1,468.4389257,0.295023304,0.195376736,1.510022692,0.131037634,0.458800582,AP009351.1,287539,289392,+,NWMN_0228,NWMN_0228,conserved hypothetical protein,,
BAF66501.1,837.4283385,-0.098223885,0.27396771,-0.358523581,0.719951524,0.921822946,AP009351.1,289403,289894,+,NWMN_0229,NWMN_0229,conserved hypothetical protein,,
BAF66502.1,8.147162705,-0.590320097,0.558839244,-1.056332574,0.290816299,NA,AP009351.1,290102,290785,+,NWMN_0230,NWMN_0230,conserved hypothetical protein,,
BAF66503.1,72.23677074,0.294660379,0.321019835,0.917888386,0.358677303,0.735926049,AP009351.1,290932,291543,+,NWMN_0231,NWMN_0231,conserved hypothetical protein,,
BAF66504.1,40.23889807,-0.084996941,0.3543344,-0.239877758,0.810425024,0.945939729,AP009351.1,291679,291897,+,NWMN_0232,NWMN_0232,conserved hypothetical protein,,
BAF66505.1,64.22731662,-0.200878608,0.369230404,-0.544046768,0.58640929,0.863559139,AP009351.1,292029,292529,+,NWMN_0233,NWMN_0233,conserved hypothetical protein,,
BAF66506.1,4.048768702,0.473649256,0.730188487,0.64866711,0.516553568,NA,AP009351.1,292540,293040,+,NWMN_0234,NWMN_0234,conserved hypothetical protein,,
BAF66507.1,58.14445355,-0.035765432,0.279367301,-0.12802297,0.898130795,0.971812573,AP009351.1,293169,293546,+,NWMN_0235,NWMN_0235,conserved hypothetical protein,,
BAF66508.1,31.38984466,0.112174262,0.348197753,0.322156767,0.747333935,0.930784461,AP009351.1,293557,294048,+,NWMN_0236,NWMN_0236,conserved hypothetical protein,,
BAF66509.1,41.33133081,0.27219626,0.309387808,0.879789874,0.378973151,0.749506753,AP009351.1,294258,294941,+,NWMN_0237,NWMN_0237,conserved hypothetical protein,,
BAF66510.1,4.934051343,0.528948834,0.658300117,0.803507125,0.42168168,NA,AP009351.1,295527,296027,+,NWMN_0238,NWMN_0238,conserved hypothetical protein,,
BAF66511.1,2.839718445,-0.655908906,0.783803246,-0.836828515,0.402688967,NA,AP009351.1,296039,296539,+,NWMN_0239,NWMN_0239,conserved hypothetical protein,,
BAF66512.1,2.500044524,-0.389313107,0.864092971,-0.450545393,0.652317231,NA,AP009351.1,296550,297050,+,NWMN_0240,NWMN_0240,conserved hypothetical protein,,
BAF66513.1,132.8204596,0.165020116,0.33143582,0.497894632,0.618558311,0.879216809,AP009351.1,297061,297561,+,NWMN_0241,NWMN_0241,conserved hypothetical protein,,
BAF66514.1,48.16734262,0.043395257,0.290674278,0.149291701,0.881323463,0.969965012,AP009351.1,297572,298072,+,NWMN_0242,NWMN_0242,conserved hypothetical protein,,
BAF66515.1,5.817201707,-0.694602007,0.695059426,-0.999341899,0.317629095,NA,AP009351.1,298083,298583,+,NWMN_0243,NWMN_0243,conserved hypothetical protein,,
BAF66516.1,10.73880136,-0.41201374,0.508115142,-0.810866881,0.417442122,NA,AP009351.1,298621,299082,+,NWMN_0244,NWMN_0244,conserved hypothetical protein,,
BAF66517.1,6.267739726,0.458638109,0.630392553,0.727543665,0.466892977,NA,AP009351.1,299704,300078,+,NWMN_0245,NWMN_0245,conserved hypothetical protein,,
BAF66518.1,15.11223505,0.099363603,0.466855718,0.212835785,0.831455051,0.950615355,AP009351.1,300231,300629,+,NWMN_0246,NWMN_0246,conserved hypothetical protein,,
BAF66519.1,751.710435,-0.259727982,0.266524265,-0.974500321,0.32980818,0.70919984,AP009351.1,300845,301690,-,NWMN_0247,NWMN_0247,formate%2Fnitrite transporter family protein,,
BAF66520.1,3956.13416,0.902379784,0.401949433,2.245008228,0.024767604,0.174029838,AP009351.1,301906,303213,-,NWMN_0248,NWMN_0248,branched-chain amino acid transport system II carrier protein,,
BAF66521.1,308.161274,0.138206707,0.191733959,0.720825397,0.471016947,0.806143651,AP009351.1,303797,304687,+,NWMN_0249,NWMN_0249,5%27-nucleotidase%2C lipoprotein e%28P4%29 family protein,,
BAF66522.1,228.1154786,-0.040415557,0.388851734,-0.103935647,0.917220418,0.978123157,AP009351.1,304936,305985,+,NWMN_0250,NWMN_0250,ABC transporter%2C permease protein,,
BAF66523.1,226.1004107,-0.195628873,0.201114574,-0.972723506,0.33069074,0.710137102,AP009351.1,305998,306675,+,NWMN_0251,NWMN_0251,ABC transporter ATP-binding protein,,
BAF66524.1,1125.721563,0.547817787,0.418926541,1.307670281,0.190985168,0.553205437,AP009351.1,306877,307914,+,NWMN_0252,NWMN_0252,conserved hypothetical protein,,
BAF66525.1,16.4658324,-0.198542721,0.467488982,-0.424700322,0.671055149,0.901486695,AP009351.1,308254,309372,+,NWMN_0253,NWMN_0253,conserved hypothetical protein,,
BAF66526.1,17.30619282,-0.833395996,0.49399396,-1.687057056,0.091592381,0.383446072,AP009351.1,309347,310270,+,NWMN_0254,NWMN_0254,conserved hypothetical protein,,
BAF66527.1,29.42504911,-0.183589076,0.365551425,-0.502225031,0.615509238,0.876965484,AP009351.1,310281,311501,+,NWMN_0255,NWMN_0255,conserved hypothetical protein,,
BAF66528.1,42.87968648,-0.218179753,0.345855919,-0.630840014,0.528145137,0.837025969,AP009351.1,311606,313138,-,NWMN_0256,NWMN_0256,conserved hypothetical protein,,
BAF66529.1,19.47310266,0.993827401,0.476635341,2.085089619,0.037061166,0.225017182,AP009351.1,313178,314059,-,nanA,NWMN_0257,N-acetylneuraminate lyase,,
BAF66530.1,47.64683617,0.286478251,0.321318066,0.891572186,0.372622284,0.746766169,AP009351.1,314217,315077,+,NWMN_0258,NWMN_0258,conserved hypothetical protein,,
BAF66531.1,620.7161699,0.281883274,0.356103241,0.791577391,0.428607134,0.782164093,AP009351.1,315355,316155,-,NWMN_0259,NWMN_0259,conserved hypothetical protein,,
BAF66532.1,149.5164274,-0.266235842,0.334840019,-0.795113567,0.426547443,0.781356213,AP009351.1,316295,316963,+,nanE,NWMN_0260,N-acetylmannosamine-6-phosphate 2-epimerase,,
BAF66533.1,41.88424613,0.254688107,0.350495956,0.726650631,0.467440003,0.804583142,AP009351.1,317090,318451,-,NWMN_0261,NWMN_0261,conserved hypothetical protein,,
BAF66534.1,2138.819255,-0.380375861,0.410697432,-0.926170536,0.354357362,0.734352562,AP009351.1,318821,320755,+,geh,NWMN_0262,truncated triacylglycerol lipase precursor,,
BAF66535.1,97.96031915,-0.284574677,0.349245852,-0.814826219,0.415171791,0.774740216,AP009351.1,320846,322051,-,int,NWMN_0263,integrase,,
BAF66536.1,249.0053661,-0.124495405,0.24382985,-0.510583119,0.609642999,0.875422887,AP009351.1,322321,323253,-,NWMN_0264,NWMN_0264,conserved hypothetical protein,,
BAF66537.1,102.425319,1.092596896,0.276365202,3.953453208,7.70E-05,0.001958628,AP009351.1,323285,323749,-,NWMN_0265,NWMN_0265,conserved hypothetical protein,,
BAF66538.1,568.6854811,0.692449377,0.285043472,2.429276391,0.015128994,0.125897326,AP009351.1,323762,324283,-,NWMN_0266,NWMN_0266,conserved hypothetical protein,,
BAF66539.1,158.3713458,-0.303467647,0.424136384,-0.715495436,0.47430296,0.809467283,AP009351.1,324758,325240,-,NWMN_0267,NWMN_0267,conserved hypothetical protein,,
BAF66540.1,17.53661585,-0.405809311,0.396410459,-1.023709898,0.305972319,0.686198931,AP009351.1,325300,326049,+,NWMN_0268,NWMN_0268,phage anti-repressor protein,,
BAF66541.1,5.282656249,0.347107981,0.703721387,0.493246315,0.621838556,NA,AP009351.1,326313,326576,+,NWMN_0269,NWMN_0269,conserved hypothetical protein,,
BAF66542.1,3.088123501,-0.4724991,0.7659782,-0.616857112,0.537328978,NA,AP009351.1,326841,327101,+,NWMN_0270,NWMN_0270,conserved hypothetical protein,,
BAF66543.1,11.38766622,-0.112110564,0.474783166,-0.236130031,0.813331772,0.945939729,AP009351.1,327325,328113,+,NWMN_0271,NWMN_0271,conserved hypothetical protein,,
BAF66544.1,11.88875937,-0.75577695,0.457899174,-1.650531365,0.098834304,0.403808726,AP009351.1,328142,328693,+,NWMN_0272,NWMN_0272,conserved hypothetical protein,,
BAF66545.1,19.34630749,-0.208764457,0.37590241,-0.555368765,0.578642453,0.860100505,AP009351.1,328706,329377,+,NWMN_0273,NWMN_0273,conserved hypothetical protein,,
BAF66546.1,2295.334236,-0.240751914,0.237123909,-1.015300035,0.309962828,0.690456792,AP009351.1,329483,330340,-,NWMN_0274,NWMN_0274,conserved hypothetical protein,,
BAF66547.1,12.42568757,-0.124126309,0.470476046,-0.263831306,0.791909911,0.941703472,AP009351.1,330405,331175,+,NWMN_0275,NWMN_0275,conserved hypothetical protein,,
