locus,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,significant,Column1,Column2,Column3,Column4,Column5
NWMN_0212,157.0422441,144.2100823,169.8744059,1.177964836,0.236296473,0.767935673,0.875486873,no,,,,,
NWMN_0213,152.5262428,96.55802807,208.4944576,2.159265903,1.110540915,0.022930715,0.084391492,no,,,,,
NWMN_0214,7.258386306,4.919909743,9.596862868,1.950617668,0.963931029,0.173248364,0.343213022,no,,,,,
NWMN_0215,25.40562652,16.90252751,33.90872553,2.006133432,1.004417566,0.067785258,0.183547026,no,,,,,
NWMN_0216,36.98548834,29.03182105,44.93915562,1.547927549,0.630337948,0.210347312,0.391116645,no,,,,,
NWMN_0217,117.2705307,99.02526817,135.5157932,1.368497109,0.452592387,0.151798719,0.31194396,no,,,,,
NWMN_0218,380.834742,347.8395054,413.8299786,1.189715292,0.250616367,0.626097799,0.774618158,no,,,,,
NWMN_0219,3124.063242,4560.104685,1688.021799,0.370171721,-1.433733409,0.094034404,0.224394426,no,,,,,
NWMN_0220,303.8803646,179.0312354,428.7294938,2.39471896,1.259856354,0.008078913,0.037363187,yes,,,,,
NWMN_0221,72.9294834,53.6318228,92.22714401,1.719634709,0.782102135,0.056334563,0.160494927,no,,,,,
NWMN_0222,91.51300006,52.17456724,130.8514329,2.50795435,1.326511088,0.003725327,0.020029383,yes,,,,,
NWMN_0223,418.7887088,267.5639511,570.0134664,2.130382154,1.091112248,0.029833699,0.102169665,no,,,,,
NWMN_0224,54.68486019,38.97319645,70.39652393,1.806280478,0.853021931,0.09246203,0.22124843,no,,,,,
NWMN_0225,38.48324487,25.77205169,51.19443804,1.986432382,0.990179685,0.112217938,0.25321716,no,,,,,
NWMN_0226,71.52105103,32.74225485,110.2998472,3.368730949,1.752205209,0.001403686,0.008989782,yes,,,,,
NWMN_0227,40.60223902,24.74961982,56.45485821,2.281039411,1.189691373,0.05596595,0.159997391,no,,,,,
NWMN_0228,3319.688969,4214.305871,2425.072068,0.575438077,-0.797267406,0.168485201,0.336841491,no,,,,,
NWMN_0229,3511.074381,5017.204818,2004.943944,0.399613733,-1.323321933,0.158446829,0.321695078,no,,,,,
NWMN_0230,83.27250773,97.05109609,69.49391936,0.716054967,-0.481857758,0.202721077,0.382738565,no,,,,,
NWMN_0231,238.6034511,265.5885068,211.6183953,0.796790486,-0.327727675,0.62041177,0.770519795,no,,,,,
NWMN_0232,95.77409248,149.8244495,41.72373544,0.278484156,-1.844332843,0.237358742,0.422780091,no,,,,,
NWMN_0233,85.24676045,70.20063142,100.2928895,1.428660789,0.514663414,0.335781557,0.529509481,no,,,,,
NWMN_0234,108.0932415,93.48304051,122.7034425,1.312574364,0.392399161,0.455401159,0.639077996,no,,,,,
NWMN_0235,145.0842255,166.1588348,124.0096162,0.746331764,-0.422111007,0.343420142,0.538306437,no,,,,,
NWMN_0236,322.1698749,402.5128637,241.8268861,0.600792938,-0.735060239,0.136491318,0.290906864,no,,,,,
NWMN_0237,215.1133123,248.1321777,182.0944469,0.733860673,-0.446421909,0.620426196,0.770519795,no,,,,,
NWMN_0238,90.44900809,74.48419079,106.4138254,1.428676666,0.514679447,0.249681937,0.436985198,no,,,,,
NWMN_0239,81.01522424,69.56971262,92.46073586,1.329037197,0.410381483,0.552810714,0.721799223,no,,,,,
NWMN_0240,81.89872986,74.82877379,88.96868592,1.188963569,0.24970451,0.726198751,0.846977631,no,,,,,
NWMN_0241,159.2092374,158.3663664,160.0521084,1.01064457,0.015275711,0.999313717,1,no,,,,,
NWMN_0242,156.162367,188.1891354,124.1355986,0.659632121,-0.600266441,0.124209312,0.271824901,no,,,,,
NWMN_0243,184.4266729,268.4252284,100.4281174,0.374138146,-1.418357027,0.001290348,0.008408177,yes,,,,,
NWMN_0244,153.9899585,241.7613538,66.2185631,0.273900531,-1.868276034,0.000101155,0.001008849,yes,,,,,
NWMN_0245,85.07193258,89.13784051,81.00602464,0.908772573,-0.138008801,0.998579393,1,no,,,,,
NWMN_0246,112.467645,154.3571486,70.57814153,0.457239216,-1.128978952,0.175448414,0.345178557,no,,,,,
NWMN_0247,980.576104,1523.201672,437.9505361,0.287519732,-1.798267127,0.011840482,0.049982518,yes,,,,,
NWMN_0248,8922.005502,12872.59145,4971.419557,0.386201922,-1.372572751,0.316398057,0.510147707,no,,,,,
NWMN_0249,7290.734235,1895.816159,12685.65231,6.691393705,2.742306731,2.96E-07,5.26E-06,yes,,,,,
NWMN_0250,7637.968362,12226.1756,3049.761121,0.249445225,-2.003205044,0.000921931,0.006306301,yes,,,,,
NWMN_0251,5490.506107,8779.836505,2201.17571,0.250708052,-1.995919761,5.83E-05,0.000619036,yes,,,,,
NWMN_0252,4169.334332,5964.627462,2374.041202,0.39802003,-1.329087059,0.243072871,0.429928758,no,,,,,
NWMN_0253,95.43578351,147.0139893,43.85757768,0.298322479,-1.745055406,0.000337824,0.002767192,yes,,,,,
NWMN_0254,124.2153607,190.2569464,58.1737751,0.305764264,-1.709508295,0.000650795,0.004763384,yes,,,,,
NWMN_0255,249.2980222,396.3116676,102.2843768,0.258090753,-1.954049641,2.53E-05,0.000296994,yes,,,,,
NWMN_0256,3594.095591,6852.118576,336.0726063,0.049046525,-4.349705261,2.02E-14,1.35E-12,yes,"hypothetical;  uncharacterized subgroup of the Na(+)/iodide (NIS) cotransporter subfamily; putative solute-binding domain
Proteins belonging to the same subfamily as this uncharacterized subgroup include i) NIS, which transports I-, and other anions including ClO4-, SCN-, and Br-, ii) SMVT, which transports biotin, pantothenic acid and lipoate, and iii) the Na(+)/monocarboxylate cotransporters SMCT1 and 2. SMCT1 is a high-affinity transporter while SMCT2 is a low-affinity transporter. This subgroup belongs to the solute carrier 5 (SLC5) transporter family.",,,,
NWMN_0257,2519.837211,4852.930221,186.7442015,0.03848071,-4.699720764,5.30E-15,3.85E-13,yes,N-acetylneuraminate lyase;  catalyzes the formation of pyruvate and N-acetylmannosamine from N-acetylneuraminic acid ,,,,
NWMN_0258,1015.678163,1849.652148,181.7041785,0.098236946,-3.347590477,2.18E-06,3.24E-05,yes,,,,,
NWMN_0259,2389.787233,3679.96994,1099.604527,0.298808019,-1.74270923,0.0007918,0.005532014,yes,,,,,
NWMN_0260,1753.486342,3023.509601,483.463083,0.159901289,-2.644746525,5.46E-07,9.09E-06,yes,,,,,
NWMN_0261,296.2737991,450.1862848,142.3613134,0.316227567,-1.660964957,0.000533317,0.004004472,yes,,,,,
NWMN_0262,13926.57003,14369.47974,13483.66032,0.938354106,-0.09179564,0.625333961,0.774317511,no,,,,,
NWMN_0263,1017.686188,1077.035453,958.3369231,0.889791437,-0.168460881,0.576605708,0.737361137,no,,,,,
NWMN_0264,2543.333885,2814.913158,2271.754613,0.807042521,-0.309283407,0.575036662,0.737277133,no,,,,,
NWMN_0265,1390.732765,1641.009134,1140.456396,0.694972607,-0.524971981,0.416601918,0.609046779,no,,,,,
NWMN_0266,1228.949065,1620.411863,837.4862661,0.516835433,-0.952223115,0.292661907,0.485231957,no,,,,,
NWMN_0267,550.8415045,580.2096214,521.4733876,0.898767219,-0.15398059,0.921958043,0.96017392,no,,,,,
NWMN_0268,993.8235315,584.6114864,1403.035577,2.399945279,1.263001511,0.003770886,0.020139611,yes,,,,,
NWMN_0269,322.6076905,248.7177515,396.4976294,1.59416699,0.672802761,0.068097185,0.183693065,no,,,,,
NWMN_0270,549.5047662,133.9082879,965.1012446,7.207180821,2.849435042,5.00E-09,1.61E-07,yes,,,,,
NWMN_0271,1955.721862,482.2964888,3429.147235,7.110039809,2.829857638,8.67E-08,1.78E-06,yes,,,,,
NWMN_0272,1311.582448,369.7159849,2253.44891,6.095081095,2.607645416,2.02E-07,3.83E-06,yes,,,,,
NWMN_0273,1175.460787,399.1352475,1951.786327,4.890037497,2.289845528,2.66E-06,3.82E-05,yes,,,,,
NWMN_0274,13585.60711,18280.17203,8891.042189,0.486376287,-1.039855203,0.076775956,0.198629281,no,,,,,
NWMN_0275,1079.641487,269.3257391,1889.957236,7.01736582,2.810929573,2.45E-08,5.94E-07,yes,,,,,
NWMN_0276,1164.516063,255.2014551,2073.830671,8.126249398,3.022589642,4.52E-09,1.50E-07,yes,identical to ORF018 of Bacteriophage 53 [Bacteriophage phiNM4] ,,,,
NWMN_0277,415.5697312,103.9039045,727.2355579,6.999116745,2.807172872,3.48E-09,1.24E-07,yes,,,,,
NWMN_0278,417.1859947,120.5609185,713.8110709,5.920750104,2.565779964,6.11E-08,1.31E-06,yes,,,,,
NWMN_0279,308.6103867,78.52563008,538.6951433,6.8601187,2.778233539,8.14E-09,2.39E-07,yes,,,,,
NWMN_0280,337.5108855,90.1165097,584.9052613,6.490544999,2.698339624,1.56E-08,4.39E-07,yes,,,,,
NWMN_0281,402.2831363,130.056156,674.5101167,5.186299039,2.374705394,2.43E-07,4.47E-06,yes,,,,,
NWMN_0282,433.6570307,114.6693553,752.644706,6.56360807,2.714489094,2.31E-08,5.84E-07,yes,,,,,
NWMN_0283,249.8574143,62.98604304,436.7287856,6.933739039,2.79363354,7.53E-09,2.29E-07,yes,,,,,
NWMN_0284,366.0357386,116.0361423,616.0353349,5.308995309,2.408438867,5.22E-07,8.81E-06,yes,,,,,
NWMN_0285,134.0974832,76.42682243,191.768144,2.509173323,1.327212129,0.003174132,0.017424383,yes,,,,,
NWMN_0286,333.3213205,230.2681799,436.3744612,1.895070615,0.922251608,0.026847609,0.094673148,no,,,,,
NWMN_0287,482.6190708,349.59858,615.6395616,1.760989881,0.816386619,0.044181925,0.134554043,no,,,,,
NWMN_0288,381.0335527,476.6602589,285.4068464,0.598763671,-0.739941404,0.38440883,0.578273041,no,,,,,
NWMN_0289,734.0317726,829.2517327,638.8118125,0.770347275,-0.376419131,0.59023221,0.746869757,no,,,,,
NWMN_0290,1104.502467,1270.903786,938.1011477,0.738137031,-0.438039425,0.594277509,0.750530272,no,,,,,
NWMN_0291,804.5335711,1070.92936,538.137782,0.502496058,-0.992815816,0.347979783,0.540268077,no,,,,,
NWMN_0292,166.090503,221.0411771,111.1398289,0.502801471,-0.991939225,0.373405481,0.568263554,no,,,,,
NWMN_0293,1341.801404,2199.206643,484.3961652,0.220259504,-2.182723821,0.044677466,0.135589104,no,,,,,
NWMN_0294,1708.472168,2754.22642,662.7179157,0.240618531,-2.055180339,0.039080072,0.123627395,no,,,,,
NWMN_0295,854.3560515,1380.926762,327.7853406,0.237366202,-2.074813568,0.06345071,0.174763437,no,,,,,
NWMN_0296,662.7884635,1091.129452,234.447475,0.214866783,-2.218485628,0.010499563,0.045198284,yes,,,,,
NWMN_0297,870.9153099,1389.99216,351.8384594,0.253122621,-1.982091649,0.040152622,0.125651258,no,,,,,
NWMN_0298,710.433723,1201.375224,219.4922223,0.182700807,-2.452445092,0.027192658,0.095503246,no,,,,,
NWMN_0299,640.4267829,1013.430834,267.4227319,0.263878622,-1.922053619,0.037146678,0.118371061,no,,,,,
NWMN_0300,299.3835429,470.6972372,128.0698486,0.272085405,-1.877868522,0.000122567,0.001181801,yes,,,,,
NWMN_0301,64.71820985,100.4340105,29.00240924,0.288770797,-1.792003243,0.076502634,0.198629281,no,,,,,
NWMN_0302,1652.491476,2532.499257,772.483694,0.305028202,-1.712985461,0.044870765,0.135937612,no,,,,,
NWMN_0303,477.7222414,786.3371613,169.1073214,0.215057013,-2.217208914,0.04553647,0.137716199,no,,,,,
NWMN_0304,914.4949807,1413.826565,415.1633965,0.293645209,-1.767853997,0.035008894,0.113911419,no,,,,,
NWMN_0305,897.4936572,1218.644723,576.3425911,0.472937338,-1.08027905,0.244616242,0.431006231,no,,,,,
NWMN_0306,1342.451477,1356.910663,1327.99229,0.978688079,-0.031078969,0.824038714,0.909073767,no,,,,,
NWMN_0307,333.8977997,244.8663025,422.9292969,1.72718456,0.788422252,0.049549404,0.146462208,no,,,,,
NWMN_0308,289.3356846,194.501941,384.1694283,1.975144445,0.981958164,0.015230605,0.060759651,no,,,,,
NWMN_0309,1026.673986,692.9693905,1360.378581,1.963114965,0.973144663,0.036794728,0.117567132,no,,,,,
NWMN_0310,606.5791282,619.4013222,593.7569342,0.958598106,-0.061002006,0.921864071,0.96017392,no,,,,,
NWMN_0311,251.221046,267.0188392,235.4232528,0.88167282,-0.18168471,0.980400829,0.990656137,no,,,,,
NWMN_0312,100.2751488,97.75573767,102.7945599,1.051545028,0.072510629,0.660332371,0.800672151,no,,,,,
NWMN_0313,651.4898974,600.4494026,702.5303923,1.170007646,0.226517958,0.43587102,0.626130278,no,,,,,
NWMN_0314,1366.523048,1317.677883,1415.368213,1.074138248,0.103179689,0.856464576,0.926684032,no,,,,,
NWMN_0315,994.2173326,838.5450321,1149.889633,1.37129145,0.45553523,0.361555751,0.556059551,no,,,,,
NWMN_0316,756.4021904,711.8296302,800.9747507,1.125233787,0.170224778,0.859896855,0.928091897,no,,,,,
NWMN_0317,328.5371024,305.1969407,351.8772641,1.152951479,0.205331799,0.871705532,0.932746337,no,,,,,
NWMN_0318,479.777014,427.6245029,531.9295251,1.243917319,0.314890595,0.675835568,0.812308344,no,,,,,
NWMN_0319,585.6409125,525.4518402,645.8299848,1.229094534,0.297595883,0.737571792,0.855424038,no,,,,,
NWMN_0320,558.135665,503.0553714,613.2159587,1.218983026,0.285678037,0.821810546,0.907964272,no,,,,,
NWMN_0321,7829.212798,11279.03804,4379.387559,0.38827669,-1.364842995,0.005758066,0.028502949,yes,,,,,
NWMN_0322,8916.315698,17238.86943,593.7619691,0.034443208,-4.859636661,2.21E-16,1.92E-14,yes,PTS system ascorbate-specific transporter subunit IIC / membrane component; functions with enzymes IIB (sgaB; ulaB) and IIA (sgaA; ulaC) enzyme I and HPr for anaerobic utilization and uptake of L-ascorbate; sgaTBA are regulated by yifQ as well as Crp and Fnr,,,,
NWMN_0323,2077.22325,4059.382599,95.06390153,0.023418315,-5.416218898,3.67E-14,2.34E-12,yes,"hypothetical; similar to PTS_IIB_ascorbate: subunit IIB of enzyme II (EII) of the L-ascorbate-specific phosphoenolpyruvate:carbohydrate phosphotransferase system (PTS). In this system, EII is an L-ascorbate-specific permease with two cytoplasmic subunits (IIA and IIB) and a transmembrane channel IIC subunit. Subunits IIA, IIB, and IIC are encoded by the sgaA, sgaB, and sgaT genes of the E. coli sgaTBA operon. In some bacteria, the IIB (SgaB) domain is fused C-terminal to the IIA (SgaT) domain. The IIB domain fold includes a central four-stranded parallel open twisted beta-sheet flanked by alpha-helices on both sides. The seven major PTS systems with this IIB fold include ascorbate, chitobiose/lichenan, lactose, galactitol, mannitol, fructose, and a sensory system with similarity to the bacterial bgl system.",,,,
NWMN_0324,2852.417136,5612.286397,92.54787497,0.016490227,-5.922244958,2.56E-07,4.62E-06,yes,similar to PTS transport system IIA component,,,,
NWMN_0325,9626.904132,18928.06835,325.7399092,0.017209358,-5.860662891,9.88E-05,0.000989307,yes,"PTS_IIA_fru; PTS_IIA, PTS system, fructose/mannitol specific IIA subunit. The bacterial phosphoenolpyruvate: sugar phosphotransferase system (PTS) is a multi-protein system involved in the regulation of a variety of metabolic and transcriptional processes. This ...",,,,
NWMN_0326,982.9850119,946.1143005,1019.855723,1.077941347,0.10827868,0.575023448,0.737277133,no,,,,,
NWMN_0327,143.6528636,167.5152116,119.7905157,0.715102315,-0.48377842,0.409934012,0.603809229,no,,,,,
NWMN_0328,266.1957506,304.1403256,228.2511755,0.750479816,-0.414114824,0.674154118,0.811061182,no,,,,,
NWMN_0329,2511.054826,4496.949167,525.1604848,0.116781503,-3.098116305,0.009639934,0.042838685,yes,,,,,
NWMN_0330,1795.328801,2030.311319,1560.346283,0.768525629,-0.379834723,0.306932512,0.500633367,no,,,,,
NWMN_0331,2506.884087,2969.47714,2044.291034,0.688434676,-0.538608327,0.204812337,0.385572505,no,,,,,
NWMN_0332,1096.055517,1430.76205,761.3489837,0.532128304,-0.910153951,0.065680362,0.1798981,no,,,,,
NWMN_0333,1225.838581,1610.278127,841.3990344,0.522517831,-0.936447825,0.303306344,0.496889954,no,,,,,
NWMN_0334,33.89878489,47.15355654,20.64401324,0.437803949,-1.191643128,0.032328668,0.107886093,no,,,,,
NWMN_0335,848.6848297,739.9020792,957.4675802,1.294046344,0.371889285,0.329529258,0.523122692,no,,,,,
NWMN_0336,103.1587243,61.04137803,145.2760706,2.379960534,1.25093765,0.016757455,0.065218506,no,,,,,
NWMN_0337,132.1161367,85.83612058,178.3961529,2.078334292,1.055427724,0.054200322,0.156147125,no,,,,,
NWMN_0338,256.25827,195.1119507,317.4045893,1.626781897,0.702020842,0.138911919,0.294385112,no,,,,,
NWMN_0339,871.6015325,519.6963959,1223.506669,2.354271992,1.235281006,0.007081166,0.033641975,yes,,,,,
NWMN_0340,936.7522029,628.9938228,1244.510583,1.978573617,0.984460745,0.028276298,0.098252616,no,,,,,
NWMN_0341,1411.416473,679.8506999,2142.982245,3.152136558,1.656330037,0.001049606,0.00699648,yes,,,,,
NWMN_0342,393.8564039,426.3780358,361.334772,0.847451655,-0.238797027,0.520929913,0.695235057,no,,,,,
NWMN_0343,733.4634158,779.8537739,687.0730578,0.88102806,-0.182740126,0.53685393,0.708126865,no,,,,,
NWMN_0344,1251.316111,1445.023027,1057.609196,0.731897815,-0.450285857,0.518393575,0.69322539,no,,,,,
NWMN_0345,843.1908865,616.7057579,1069.676015,1.734499802,0.794519676,0.074945256,0.196421219,no,,,,,
NWMN_0346,4814.828,8731.791303,897.8646966,0.102827091,-3.281707689,0.001151078,0.007614602,yes,,,,,
NWMN_0347,920.7273202,1136.100206,705.3544343,0.620855828,-0.687669803,0.192082695,0.369324564,no,,,,,
NWMN_0348,1363.425718,1613.508006,1113.343429,0.690014196,-0.535302051,0.146215569,0.304637907,no,,,,,
NWMN_0349,753.5708267,837.8644938,669.2771597,0.798789261,-0.324113158,0.324887255,0.519191724,no,,,,,
NWMN_0350,238.4753798,238.1608498,238.7899097,1.002641323,0.003805601,1,1,no,,,,,
NWMN_0351,167.1870856,175.136469,159.2377022,0.909220696,-0.137297572,0.799222446,0.894889963,no,,,,,
NWMN_0352,4065.766044,7712.419115,419.1129718,0.054342608,-4.201772374,0.003242327,0.017724266,yes,hypothetical,,,,
NWMN_0353,713.4049754,316.7514127,1110.058538,3.504510141,1.809212799,0.000547842,0.004078381,yes,,,,,
NWMN_0354,882.1018928,552.1530262,1212.050759,2.195135591,1.134310056,0.034496114,0.112532269,no,,,,,
NWMN_0355,3990.87215,3991.597795,3990.146505,0.999636414,-0.000524639,0.867671153,0.931098449,no,,,,,
NWMN_0356,472.3286652,538.137361,406.5199695,0.755420454,-0.404648248,0.688644394,0.820187722,no,,,,,
NWMN_0357,22134.44573,32624.81496,11644.07651,0.356908584,-1.486373496,0.109123918,0.24804124,no,,,,,
NWMN_0358,37170.45489,53876.76041,20464.14937,0.379832589,-1.396564405,0.116253036,0.259410063,no,,,,,
NWMN_0359,8389.238872,12359.67689,4418.800853,0.357517506,-1.483914211,0.134855577,0.288834118,no,,,,,
NWMN_0360,324.541451,319.5068982,329.5760037,1.031514517,0.044764125,0.810077421,0.901658621,no,,,,,
NWMN_0361,115.8951163,93.39076262,138.39947,1.481939607,0.567486655,0.313203725,0.506436469,no,,,,,
NWMN_0362,12456.25326,7582.53195,17329.97456,2.285512896,1.19251796,0.010363925,0.044910343,yes,,,,,
NWMN_0363,140.6770098,57.19354362,224.160476,3.919331831,1.970607724,0.015661697,0.062006082,no,,,,,
NWMN_0364,61457.02104,83258.26419,39655.77789,0.476298398,-1.070062397,0.144175866,0.301626532,no,,,,,
NWMN_0365,1813.579531,1479.02109,2148.137973,1.452405235,0.538444035,0.137121188,0.291535934,no,,,,,
NWMN_0366,46917.30846,80201.75737,13632.85956,0.169982055,-2.556545643,0.050615952,0.148606161,no,,,,,
NWMN_0367,620.377572,783.4141837,457.3409603,0.58377927,-0.776505113,0.167357072,0.335361035,no,phosphoglycerate mutase Family member,,,,
NWMN_0368,643.8864517,962.5352115,325.237692,0.337896929,-1.565344856,0.001778331,0.01075643,yes,Hypothetical transcribed towards NWMN_00267,,,,
NWMN_0369,4321.567756,3754.276277,4888.859236,1.302210833,0.380963045,0.344899407,0.538527788,no,,,,,
NWMN_0370,740.5357286,462.3388831,1018.732574,2.203432615,1.139752777,0.014284023,0.057866902,no,,,,,
NWMN_0371,98972.37651,63033.83845,134910.9146,2.140293498,1.097808646,0.033093685,0.109322123,no,,,,,
NWMN_0372,60762.32919,33516.59677,88008.06162,2.625805424,1.392760015,0.009240496,0.041344891,yes,,,,,
NWMN_0373,2613.450716,3823.981468,1402.919964,0.366874153,-1.446642826,0.066282541,0.180978348,no,,,,,
NWMN_0374,849.9232324,870.3622977,829.4841671,0.953033202,-0.06940162,0.91966121,0.960077804,no,,,,,
NWMN_0375,8083.874313,6614.318424,9553.430201,1.444355955,0.530426331,0.265646951,0.455768537,no,,,,,
NWMN_0376,2614.263161,2310.193697,2918.332626,1.263241533,0.33713051,0.615358232,0.766776853,no,,,,,
NWMN_0377,17998.02065,32117.56784,3878.473464,0.120758629,-3.04980181,0.018575336,0.071169139,no,,,,,
NWMN_0378,6714.482108,2822.116408,10606.84781,3.758472818,1.91014657,0.00021045,0.001857793,yes,,,,,
NWMN_0379,17719.73298,6466.499417,28972.96654,4.48047153,2.163650571,0.000106635,0.001047512,yes,,,,,
NWMN_0380,32262.4218,12281.90727,52242.93633,4.25365012,2.088701371,0.000426629,0.003347691,yes,,,,,
NWMN_0381,32429.36752,16632.41494,48226.32009,2.899538057,1.535823074,0.003788425,0.02016121,yes,,,,,
NWMN_0382,305.8546172,200.7872805,410.921954,2.046553711,1.03319653,0.011649448,0.049335508,yes,,,,,
NWMN_0383,170.8883351,144.3754048,197.4012654,1.367277658,0.451306246,0.19842135,0.379279436,no,,,,,
NWMN_0384,11.51051425,10.86315646,12.15787204,1.119184105,0.162447378,0.744569777,0.858588185,no,,,,,
