Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description
BAF66428.1,107.4788269,0.031897316,0.250361752,0.127404906,0.898619933,9.47E-01,AP009351.1,198189,199199,+,NWMN_0156,NWMN_0156,conserved hypothetical protein
BAF66429.1,2408.714785,0.791855704,0.390249193,2.029102733,0.042447828,1.69E-01,AP009351.1,199560,200132,-,NWMN_0157,NWMN_0157,conserved hypothetical protein
BAF66430.1,27.79080518,0.857407421,0.470037729,1.824124676,0.068133226,2.25E-01,AP009351.1,200269,201666,+,NWMN_0158,NWMN_0158,sugar phosphate transport protein
BAF66431.1,104.5467841,-0.811917086,0.233047817,-3.48390771,0.00049415,5.55E-03,AP009351.1,202025,202783,-,NWMN_0159,NWMN_0159,DNA-binding response regulator AraC family protein
BAF66432.1,91.71633019,-0.771242469,0.433830021,-1.777752648,0.075444489,2.39E-01,AP009351.1,202776,204332,-,NWMN_0160,NWMN_0160,conserved hypothetical protein
BAF66433.1,45.86645074,-0.753253803,0.29821245,-2.525896564,0.011540345,6.83E-02,AP009351.1,204329,205297,-,NWMN_0161,NWMN_0161,conserved hypothetical protein
BAF66434.1,5989.579478,-4.436744834,0.344305987,-12.88605196,5.39E-38,1.35E-35,AP009351.1,205885,208134,+,pflB,NWMN_0162,formate acetyltransferase
BAF66435.1,3605.243179,-2.840757796,0.234505133,-12.11384059,8.92E-34,1.85E-31,AP009351.1,208157,208912,+,NWMN_0163,NWMN_0163,conserved hypothetical protein
BAF66436.1,482.4149337,-0.342799074,0.219619886,-1.560874471,0.118553372,3.14E-01,AP009351.1,209197,211011,+,NWMN_0164,NWMN_0164,glycerophosphoryl diester phosphodiesterase
BAF66437.1,929.8545079,0.313220196,0.402222068,0.778724543,0.436141996,6.51E-01,AP009351.1,211175,211519,-,NWMN_0165,NWMN_0165,conserved hypothetical protein
BAF66438.1,6090.929295,-0.829838423,0.287037215,-2.891048201,0.003839592,3.05E-02,AP009351.1,211709,213619,+,coa,NWMN_0166,coagulase precursor
BAF66439.1,60.7414293,0.115637314,0.364656606,0.317112902,0.751157936,8.67E-01,AP009351.1,214222,215406,-,fadA,NWMN_0167,acetyl-CoA acetyltransferase homolog
BAF66440.1,15.80520286,-0.180771136,0.464147093,-0.3894695,0.696928869,8.35E-01,AP009351.1,215436,217697,-,fadB,NWMN_0168,3-hydroxyacyl-CoA dehydrogenase FadB homolog
BAF66441.1,2.583447678,-1.261352545,0.819487371,-1.539197052,0.123756197,NA,AP009351.1,217883,219139,-,fadD,NWMN_0169,acyl-CoA dehydrogenase FadD homolog
BAF66442.1,5.988287494,0.954193932,0.584249433,1.633196162,0.102427747,NA,AP009351.1,219206,220711,-,fadE,NWMN_0170,acyl-CoA synthetase FadE homolog
BAF66443.1,10.01397906,0.915389206,0.685972605,1.334439887,0.182059735,4.03E-01,AP009351.1,220737,222314,-,NWMN_0171,NWMN_0171,acetyl-CoA%2Facetoacetyl-CoA transferase
BAF66444.1,429.1934124,-0.599108547,0.302251921,-1.982149673,0.047462491,1.81E-01,AP009351.1,222650,223897,+,NWMN_0172,NWMN_0172,conserved hypothetical protein
BAF66445.1,124.7397152,-0.550706174,0.28908179,-1.905018551,0.05677766,2.01E-01,AP009351.1,224211,225686,-,NWMN_0173,NWMN_0173,ABC transporter%2C substrate-binding protein
BAF66446.1,75.82262119,-1.111729943,0.436734188,-2.545552816,0.010910486,6.59E-02,AP009351.1,225884,226240,-,NWMN_0174,NWMN_0174,conserved hypothetical protein
BAF66447.1,4544.459053,-2.049605039,0.201331458,-10.18025229,2.43E-24,3.83E-22,AP009351.1,226596,227741,-,NWMN_0175,NWMN_0175,flavohemoprotein
BAF66448.1,21970.67003,-5.087914551,0.284301446,-17.8961965,1.26E-71,9.15E-69,AP009351.1,228314,229267,+,ldh1,NWMN_0176,L-lactate dehydrogenase
BAF66449.1,139.3794011,0.310490035,0.357535598,0.868417123,0.385166025,6.11E-01,AP009351.1,229587,231122,-,NWMN_0177,NWMN_0177,conserved hypothetical protein
BAF66450.1,361.8504843,-0.077902782,0.201716027,-0.386200261,0.699348361,8.37E-01,AP009351.1,231478,232413,+,NWMN_0178,NWMN_0178,conserved hypothetical protein
BAF66451.1,3.210349982,-0.111557899,0.843778749,-0.132212265,0.8948164,NA,AP009351.1,232752,234848,+,NWMN_0179,NWMN_0179,transcriptional antiterminator BglG family protein
BAF66452.1,0.252932437,-0.667464302,0.88603762,-0.753313728,0.451261412,NA,AP009351.1,234833,235300,+,NWMN_0180,NWMN_0180,conserved hypothetical protein
BAF66453.1,1.079359197,-0.815795061,1.001300258,-0.814735695,0.415223617,NA,AP009351.1,235323,235601,+,NWMN_0181,NWMN_0181,conserved hypothetical protein
BAF66454.1,6.015374304,-0.304434259,0.605996559,-0.502369617,0.615407547,NA,AP009351.1,235828,237087,+,NWMN_0182,NWMN_0182,conserved hypothetical protein
BAF66455.1,18.71063266,-0.571772218,0.441944415,-1.293765004,0.195746604,4.19E-01,AP009351.1,237105,238160,+,NWMN_0183,NWMN_0183,sorbitol dehydrogenase
BAF66456.1,44.16415691,1.01457319,0.368843611,2.750686632,0.00594705,4.24E-02,AP009351.1,238332,239375,+,NWMN_0184,NWMN_0184,conserved hypothetical protein
BAF66457.1,211.8273735,-1.304897399,0.342730408,-3.807358112,0.000140459,1.93E-03,AP009351.1,239903,240619,+,NWMN_0185,NWMN_0185,conserved hypothetical protein
BAF66458.1,184.0704843,-1.048724116,0.340769267,-3.077519655,0.002087311,1.90E-02,AP009351.1,240612,241637,+,NWMN_0186,NWMN_0186,zinc-containing alcohol dehydrogenase
BAF66459.1,618.4742248,-1.125096396,0.14292086,-7.872163611,3.49E-15,3.12E-13,AP009351.1,241659,243353,+,NWMN_0187,NWMN_0187,conserved hypothetical protein
BAF66460.1,303.1660724,0.43150774,0.353243726,1.221558115,0.221874776,4.48E-01,AP009351.1,243781,244950,+,NWMN_0188,NWMN_0188,conserved hypothetical protein
BAF66461.1,311.2357814,0.279920406,0.260165494,1.075932095,0.281957627,5.12E-01,AP009351.1,245226,245942,+,NWMN_0189,NWMN_0189,conserved hypothetical protein
BAF66462.1,346.1872217,-0.284597392,0.362655184,-0.784760302,0.432594119,6.48E-01,AP009351.1,245935,246960,+,NWMN_0190,NWMN_0190,conserved hypothetical protein
BAF66463.1,798.4038185,-0.32076701,0.366239713,-0.875838962,0.381117586,6.07E-01,AP009351.1,246982,248670,+,NWMN_0191,NWMN_0191,conserved hypothetical protein
BAF66464.1,1343.321321,-0.246721597,0.301907881,-0.817208203,0.413809455,6.35E-01,AP009351.1,248706,250427,+,NWMN_0192,NWMN_0192,glycosyl transferase group 2 family protein
BAF66465.1,422.1771877,-1.10781232,0.257659319,-4.29952359,1.71E-05,3.13E-04,AP009351.1,250567,251241,+,scdA,NWMN_0193,cell wall metabolism protein
BAF66466.1,1389.015581,-0.812525228,0.270222679,-3.006872817,0.002639502,2.28E-02,AP009351.1,251488,253242,+,lytS,NWMN_0194,autolysin sensor histidine kinase protein
BAF66467.1,243.3104747,0.100378832,0.276832084,0.362598261,0.71690501,8.47E-01,AP009351.1,253245,253985,+,lytR,NWMN_0195,autolysin two-component response regulator
BAF66468.1,4248.400767,0.012799444,0.382569018,0.033456561,0.973310505,9.86E-01,AP009351.1,254098,254541,+,lrgA,NWMN_0196,murein hydrolase regulator LrgA
BAF66469.1,5242.663936,0.138818702,0.402459315,0.34492605,0.730149966,8.54E-01,AP009351.1,254534,255235,+,lrgB,NWMN_0197,antiholin-like protein LrgB
BAF66470.1,523.8337313,1.480201951,0.39844856,3.714913545,0.000203273,2.68E-03,AP009351.1,255343,256047,-,NWMN_0198,NWMN_0198,transcriptional regulator%2C GntR family protein
BAF66471.1,52.88226094,-0.057912924,0.284544972,-0.203528193,0.838722212,9.15E-01,AP009351.1,256196,256987,+,NWMN_0199,NWMN_0199,PTS system%2C IIA component
BAF66472.1,143.6053885,-0.263870994,0.250642614,-1.052777854,0.292442817,5.22E-01,AP009351.1,257003,258439,+,bglA,NWMN_0200,6-phospho-beta-glucosidase
BAF66473.1,65.43999156,0.841541891,0.342368489,2.458000422,0.013971301,7.80E-02,AP009351.1,258873,259634,-,NWMN_0201,NWMN_0201,conserved hypothetical protein
BAF66474.1,219.953177,0.002102431,0.197381603,0.010651605,0.99150141,9.97E-01,AP009351.1,259885,260799,-,rbsK,NWMN_0202,ribokinase
BAF66475.1,86.94888914,-0.146529445,0.397848376,-0.368304746,0.712646014,8.45E-01,AP009351.1,260827,261231,-,rbsD,NWMN_0203,ribose ABC transporter protein
BAF66476.1,70.4685591,0.048145103,0.310726616,0.154943607,0.876865775,9.38E-01,AP009351.1,261246,262136,-,rbsU,NWMN_0204,ribose transporter RbsU
BAF66477.1,182.9886794,-0.295357921,0.295515662,-0.999466219,0.317568896,5.48E-01,AP009351.1,262359,263357,-,rbsR,NWMN_0205,ribose transcriptional repressor RbsR
BAF66478.1,26.53955949,0.597563295,0.436072725,1.370329444,0.170584086,3.90E-01,AP009351.1,263737,264129,+,NWMN_0206,NWMN_0206,conserved hypothetical protein
BAF66479.1,9.018719147,0.148521906,0.559362286,0.265520056,0.790608861,8.87E-01,AP009351.1,264357,264761,+,NWMN_0207,NWMN_0207,conserved hypothetical protein
BAF66480.1,737.534535,-0.533715245,0.243569027,-2.191227888,0.028435305,1.29E-01,AP009351.1,264802,266178,-,NWMN_0208,NWMN_0208,conserved hypothetical protein
BAF66481.1,111.0959229,-0.283407734,0.386670229,-0.732944283,0.463592413,6.73E-01,AP009351.1,266412,267404,+,NWMN_0209,NWMN_0209,choloylglycine hydrolase family protein
BAF66482.1,488.4489934,0.216555074,0.170428828,1.270648145,0.203853851,4.28E-01,AP009351.1,267940,268680,+,lytM,NWMN_0210,peptidoglycan hydrolase
BAF66483.1,12.41895388,0.399158393,0.474330504,0.841519552,0.400056937,6.23E-01,AP009351.1,268732,269391,-,NWMN_0211,NWMN_0211,conserved hypothetical protein
BAF66484.1,11.71739025,0.313772138,0.510920057,0.614131574,0.539128386,7.31E-01,AP009351.1,269405,270325,-,NWMN_0212,NWMN_0212,conserved hypothetical protein
BAF66485.1,4.929687791,-0.056489504,0.631241345,-0.089489551,0.928692858,NA,AP009351.1,270322,271488,-,NWMN_0213,NWMN_0213,conserved hypothetical protein
BAF66486.1,0.406324712,0.801749599,0.937092018,0.8555719,0.392234618,NA,AP009351.1,271653,271775,+,NWMN_0214,NWMN_0214,hypothetical protein
BAF66487.1,1.558306658,-1.003848491,0.970349913,-1.034522164,0.300892121,NA,AP009351.1,272046,273095,-,NWMN_0215,NWMN_0215,conserved hypothetical protein
BAF66488.1,27.0821827,-0.024767093,0.329778962,-0.075102102,0.940133475,9.66E-01,AP009351.1,273351,274004,+,NWMN_0216,NWMN_0216,conserved hypothetical protein
BAF66489.1,64.40590281,0.489976211,0.352142343,1.391415207,0.164099556,3.81E-01,AP009351.1,274038,274625,+,NWMN_0217,NWMN_0217,conserved hypothetical protein
BAF66490.1,20.17561834,0.057664911,0.365894617,0.157599781,0.874772176,9.37E-01,AP009351.1,274768,275670,-,NWMN_0218,NWMN_0218,staphyloxanthin biosynthesis protein
BAF66491.1,110.3848974,0.776277108,0.37796961,2.053808263,0.039994253,1.62E-01,AP009351.1,275909,276202,+,NWMN_0219,NWMN_0219,conserved hypothetical protein
BAF66492.1,11.10671205,0.510511195,0.478016769,1.067977585,0.285530623,5.16E-01,AP009351.1,276286,279315,+,NWMN_0220,NWMN_0220,conserved hypothetical protein
BAF66493.1,7.093647486,0.287103435,0.651214911,0.440873559,0.659304537,8.12E-01,AP009351.1,279315,279773,+,NWMN_0221,NWMN_0221,conserved hypothetical protein
BAF66494.1,0.979220024,-0.474481666,1.010902607,-0.469364371,0.638809211,NA,AP009351.1,280000,281334,+,NWMN_0222,NWMN_0222,conserved hypothetical protein
BAF66495.1,11.77709706,-0.20038593,0.499924657,-0.40083226,0.688543626,8.29E-01,AP009351.1,281356,285795,+,NWMN_0223,NWMN_0223,conserved hypothetical protein
BAF66496.1,2.336953439,-0.440671427,0.86345679,-0.510357243,0.609801206,NA,AP009351.1,285825,286217,+,NWMN_0224,NWMN_0224,conserved hypothetical protein
BAF66497.1,0.499729854,-0.418420038,1.014884841,-0.412283267,0.680131811,NA,AP009351.1,286233,286547,+,NWMN_0225,NWMN_0225,conserved hypothetical protein
BAF66498.1,1.694563903,-0.660011933,0.909587543,-0.725616723,0.468073766,NA,AP009351.1,286547,287221,+,NWMN_0226,NWMN_0226,conserved hypothetical protein
BAF66499.1,0.883594627,0.398843735,1.018724668,0.391512788,0.695418238,NA,AP009351.1,287221,287538,+,NWMN_0227,NWMN_0227,conserved hypothetical protein
BAF66500.1,468.4389257,0.342975767,0.196255228,1.747600659,0.080533201,2.50E-01,AP009351.1,287539,289392,+,NWMN_0228,NWMN_0228,conserved hypothetical protein
BAF66501.1,837.4283385,0.131340681,0.274153494,0.479077172,0.631883729,7.91E-01,AP009351.1,289403,289894,+,NWMN_0229,NWMN_0229,conserved hypothetical protein
BAF66502.1,8.147162705,-0.213117818,0.557469803,-0.382294821,0.702242696,8.38E-01,AP009351.1,290102,290785,+,NWMN_0230,NWMN_0230,conserved hypothetical protein
BAF66503.1,72.23677074,0.870148427,0.319469424,2.723729918,0.006454927,4.51E-02,AP009351.1,290932,291543,+,NWMN_0231,NWMN_0231,conserved hypothetical protein
BAF66504.1,40.23889807,0.271912625,0.354686598,0.766627852,0.443302811,6.58E-01,AP009351.1,291679,291897,+,NWMN_0232,NWMN_0232,conserved hypothetical protein
BAF66505.1,64.22731662,-0.020049579,0.371172476,-0.05401688,0.956921716,9.76E-01,AP009351.1,292029,292529,+,NWMN_0233,NWMN_0233,conserved hypothetical protein
BAF66506.1,4.048768702,-0.060662804,0.763682519,-0.079434585,0.936686961,NA,AP009351.1,292540,293040,+,NWMN_0234,NWMN_0234,conserved hypothetical protein
BAF66507.1,58.14445355,-0.25263551,0.287947118,-0.877367732,0.380286934,6.06E-01,AP009351.1,293169,293546,+,NWMN_0235,NWMN_0235,conserved hypothetical protein
BAF66508.1,31.38984466,0.255209227,0.352758268,0.723467741,0.469392566,6.79E-01,AP009351.1,293557,294048,+,NWMN_0236,NWMN_0236,conserved hypothetical protein
BAF66509.1,41.33133081,0.594303835,0.310070474,1.916673418,0.055279434,1.98E-01,AP009351.1,294258,294941,+,NWMN_0237,NWMN_0237,conserved hypothetical protein
BAF66510.1,4.934051343,0.715117162,0.664378842,1.07636956,0.281762011,NA,AP009351.1,295527,296027,+,NWMN_0238,NWMN_0238,conserved hypothetical protein
BAF66511.1,2.839718445,-0.240811438,0.778189357,-0.309450953,0.756978516,NA,AP009351.1,296039,296539,+,NWMN_0239,NWMN_0239,conserved hypothetical protein
BAF66512.1,2.500044524,0.789135986,0.823681321,0.95805983,0.33803259,NA,AP009351.1,296550,297050,+,NWMN_0240,NWMN_0240,conserved hypothetical protein
BAF66513.1,132.8204596,0.30947089,0.332653892,0.930308941,0.35221115,5.82E-01,AP009351.1,297061,297561,+,NWMN_0241,NWMN_0241,conserved hypothetical protein
BAF66514.1,48.16734262,0.101847008,0.295565668,0.344583351,0.730407624,8.54E-01,AP009351.1,297572,298072,+,NWMN_0242,NWMN_0242,conserved hypothetical protein
BAF66515.1,5.817201707,0.953944931,0.6267668,1.522009353,0.128006737,NA,AP009351.1,298083,298583,+,NWMN_0243,NWMN_0243,conserved hypothetical protein
BAF66516.1,10.73880136,-0.804560652,0.545069944,-1.476068642,0.139925466,3.48E-01,AP009351.1,298621,299082,+,NWMN_0244,NWMN_0244,conserved hypothetical protein
BAF66517.1,6.267739726,0.648745657,0.635817004,1.020333921,0.307570121,NA,AP009351.1,299704,300078,+,NWMN_0245,NWMN_0245,conserved hypothetical protein
BAF66518.1,15.11223505,0.505523008,0.465383605,1.086250142,0.277368339,5.07E-01,AP009351.1,300231,300629,+,NWMN_0246,NWMN_0246,conserved hypothetical protein
BAF66519.1,751.710435,-2.574653158,0.273463443,-9.414981147,4.73E-21,6.02E-19,AP009351.1,300845,301690,-,NWMN_0247,NWMN_0247,formate%2Fnitrite transporter family protein
BAF66520.1,3956.13416,0.567401076,0.402060984,1.411231377,0.158176401,3.73E-01,AP009351.1,301906,303213,-,NWMN_0248,NWMN_0248,branched-chain amino acid transport system II carrier protein
BAF66521.1,308.161274,-1.500997877,0.201226397,-7.459249385,8.70E-14,6.78E-12,AP009351.1,303797,304687,+,NWMN_0249,NWMN_0249,5%27-nucleotidase%2C lipoprotein e%28P4%29 family protein
BAF66522.1,228.1154786,-0.535344785,0.393087668,-1.361896666,0.173230499,3.93E-01,AP009351.1,304936,305985,+,NWMN_0250,NWMN_0250,ABC transporter%2C permease protein
BAF66523.1,226.1004107,-0.134628731,0.204413577,-0.658609537,0.510146537,7.11E-01,AP009351.1,305998,306675,+,NWMN_0251,NWMN_0251,ABC transporter ATP-binding protein
BAF66524.1,1125.721563,0.799029302,0.418988066,1.90704549,0.056514697,2.00E-01,AP009351.1,306877,307914,+,NWMN_0252,NWMN_0252,conserved hypothetical protein
BAF66525.1,16.4658324,-0.361049564,0.480638334,-0.751187615,0.452539753,6.65E-01,AP009351.1,308254,309372,+,NWMN_0253,NWMN_0253,conserved hypothetical protein
BAF66526.1,17.30619282,-0.861987423,0.504797493,-1.707590537,0.087712346,2.62E-01,AP009351.1,309347,310270,+,NWMN_0254,NWMN_0254,conserved hypothetical protein
BAF66527.1,29.42504911,-0.203838947,0.373739315,-0.545404079,0.585475635,7.61E-01,AP009351.1,310281,311501,+,NWMN_0255,NWMN_0255,conserved hypothetical protein
BAF66528.1,42.87968648,0.738381677,0.337732273,2.18629292,0.028794182,1.30E-01,AP009351.1,311606,313138,-,NWMN_0256,NWMN_0256,conserved hypothetical protein
BAF66529.1,19.47310266,0.831020279,0.486018573,1.709852927,0.087293073,2.61E-01,AP009351.1,313178,314059,-,nanA,NWMN_0257,N-acetylneuraminate lyase
BAF66530.1,47.64683617,0.085405905,0.328976272,0.259611139,0.795163743,8.89E-01,AP009351.1,314217,315077,+,NWMN_0258,NWMN_0258,conserved hypothetical protein
BAF66531.1,620.7161699,0.427406443,0.356485656,1.198944295,0.230549607,4.56E-01,AP009351.1,315355,316155,-,NWMN_0259,NWMN_0259,conserved hypothetical protein
BAF66532.1,149.5164274,0.332387023,0.33409653,0.994883195,0.319793077,5.50E-01,AP009351.1,316295,316963,+,nanE,NWMN_0260,N-acetylmannosamine-6-phosphate 2-epimerase
BAF66533.1,41.88424613,0.487125035,0.352320514,1.382618998,0.166781721,3.83E-01,AP009351.1,317090,318451,-,NWMN_0261,NWMN_0261,conserved hypothetical protein
BAF66534.1,2138.819255,-1.648694272,0.411225226,-4.009224554,6.09E-05,9.64E-04,AP009351.1,318821,320755,+,geh,NWMN_0262,truncated triacylglycerol lipase precursor
BAF66535.1,97.96031915,-0.467672746,0.352870914,-1.325336627,0.185059526,4.07E-01,AP009351.1,320846,322051,-,int,NWMN_0263,integrase
BAF66536.1,249.0053661,-0.467534011,0.246612455,-1.895824815,0.057983213,2.03E-01,AP009351.1,322321,323253,-,NWMN_0264,NWMN_0264,conserved hypothetical protein
BAF66537.1,102.425319,1.132335115,0.278486239,4.066036155,4.78E-05,7.79E-04,AP009351.1,323285,323749,-,NWMN_0265,NWMN_0265,conserved hypothetical protein
BAF66538.1,568.6854811,0.897003973,0.285271065,3.144391713,0.001664325,1.58E-02,AP009351.1,323762,324283,-,NWMN_0266,NWMN_0266,conserved hypothetical protein
BAF66539.1,158.3713458,0.260099142,0.423738751,0.613819579,0.539334558,7.31E-01,AP009351.1,324758,325240,-,NWMN_0267,NWMN_0267,conserved hypothetical protein
BAF66540.1,17.53661585,0.463161384,0.381777192,1.213171959,0.225064083,4.52E-01,AP009351.1,325300,326049,+,NWMN_0268,NWMN_0268,phage anti-repressor protein
BAF66541.1,5.282656249,1.205592432,0.68775368,1.752942176,0.079611933,NA,AP009351.1,326313,326576,+,NWMN_0269,NWMN_0269,conserved hypothetical protein
BAF66542.1,3.088123501,0.196812961,0.747815392,0.263183887,0.79240885,NA,AP009351.1,326841,327101,+,NWMN_0270,NWMN_0270,conserved hypothetical protein
BAF66543.1,11.38766622,0.795231424,0.454954124,1.74793761,0.080474831,2.50E-01,AP009351.1,327325,328113,+,NWMN_0271,NWMN_0271,conserved hypothetical protein
BAF66544.1,11.88875937,-0.017761326,0.442966904,-0.040096283,0.968016365,9.83E-01,AP009351.1,328142,328693,+,NWMN_0272,NWMN_0272,conserved hypothetical protein
BAF66545.1,19.34630749,0.296025918,0.371649407,0.79651928,0.425730274,6.43E-01,AP009351.1,328706,329377,+,NWMN_0273,NWMN_0273,conserved hypothetical protein
BAF66546.1,2295.334236,-0.345497853,0.237366903,-1.455543504,0.145518856,3.56E-01,AP009351.1,329483,330340,-,NWMN_0274,NWMN_0274,conserved hypothetical protein
BAF66547.1,12.42568757,-0.417270435,0.490059545,-0.851468846,0.394508962,6.18E-01,AP009351.1,330405,331175,+,NWMN_0275,NWMN_0275,conserved hypothetical protein
BAF66548.1,10.58881139,-0.428498296,0.51039736,-0.839538621,0.401167126,6.24E-01,AP009351.1,331185,331964,+,NWMN_0276,NWMN_0276,conserved hypothetical protein
BAF66549.1,6.931935658,0.417079491,0.553119254,0.754049851,0.450819289,6.64E-01,AP009351.1,332360,332767,+,NWMN_0277,NWMN_0277,conserved hypothetical protein
BAF66550.1,6.180021506,-0.238519953,0.586017669,-0.407018364,0.683994501,NA,AP009351.1,332953,333312,+,NWMN_0278,NWMN_0278,conserved hypothetical protein
BAF66551.1,2.495442144,-1.372470863,0.824895533,-1.663811729,0.096150059,NA,AP009351.1,333312,333566,+,NWMN_0279,NWMN_0279,conserved hypothetical protein
BAF66552.1,6.419166085,-0.413765905,0.630188314,-0.65657502,0.511454216,NA,AP009351.1,333572,333814,+,NWMN_0280,NWMN_0280,conserved hypothetical protein
BAF66553.1,5.969975491,0.944546321,0.697377827,1.354425513,0.175600663,NA,AP009351.1,333829,334230,+,NWMN_0281,NWMN_0281,conserved hypothetical protein
BAF66554.1,1.858017794,-0.034653422,0.855047287,-0.040528076,0.967672124,NA,AP009351.1,334418,334867,+,NWMN_0282,NWMN_0282,conserved hypothetical protein
BAF66555.1,1.07007816,-1.275531844,0.969888094,-1.315133005,0.188465206,NA,AP009351.1,334864,335148,+,NWMN_0283,NWMN_0283,conserved hypothetical protein
BAF66556.1,3.943103756,0.773795559,0.720217484,1.074391522,0.282647241,NA,AP009351.1,335382,335918,+,NWMN_0284,NWMN_0284,conserved hypothetical protein
